"scientificName","decimalLongitude","decimalLatitude"
"Acropora samoensis",127.4167,26.2
"Acropora samoensis",126.1167,0.9667
"Acropora samoensis",115.5475,-20.38
"Acropora samoensis",124.9833,1.75
"Acropora samoensis",146.1667,-17.6667
"Acropora samoensis",127.5167,-5.4667
"Acropora samoensis",106.5333,-5.5
"Acropora samoensis",160.4167,-12.6833
"Acropora samoensis",134.4917,7.5117
"Acropora samoensis",144.7833,13.5167
"Acropora samoensis",127.5167,1.7
"Acropora samoensis",-170.8,-14.3667
"Acropora samoensis",-66.5667,11.7833
"Acropora samoensis",55.5017,-4.5917
"Acropora samoensis",130.85,-12.35
"Acropora samoensis",45.0833,-12.8333
"Acropora samoensis",159.1367,-9.1333
"Acropora samoensis",53.3333,-5.8333
"Acropora samoensis",-160.4,3.8
"Acropora samoensis",149.0745,-20.1613
"Acropora samoensis",145.473,-14.6801
"Acropora samoensis",127.5,1.7
"Acropora samoensis",118.9833,-4.6667
"Acropora samoensis",146.1458,-17.9261
"Acropora samoensis",124.52,0.47
"Acropora samoensis",135.3244,33.6864
"Acropora samoensis",146.8833,-19.1167
"Acropora samoensis",123.0566,-12.1946
"Acropora samoensis",122.1,-0.4333
"Acropora samoensis",-148.1667,-15
"Acropora samoensis",116.935,-20.4052
"Acropora samoensis",159.0517,-31.5183
"Acropora samoensis",147.3833,-18.2667
"Acropora samoensis",118.2667,2.2667
"Acropora samoensis",55.4167,-4.6083
"Acropora samoensis",152.7167,-24.1167
"Acropora samoensis",100.33,-1.13
"Acropora samoensis",145.2667,-14.85
"Acropora samoensis",97.88,9.405
"Acropora samoensis",150.9667,-23.1667
"Acropora samoensis",48.6,29.0333
"Acropora samoensis",97.5,1.0833
"Acropora samoensis",125.3833,2.3167
"Acropora samoensis",145.4678,-15.7387
"Acropora samoensis",116,5.95
"Acropora samoensis",145.6833,-14.925
"Acropora samoensis",145.478,-14.6713
"Acropora samoensis",-169.6167,-14.1833
"Acropora samoensis",35.04,28.0567
"Acropora samoensis",152.3167,-11.2667
"Acropora samoensis",143.6,-12.8
"Acropora samoensis",122.1333,-0.4667
"Acropora samoensis",153.5,-11
"Acropora samoensis",48.4667,28.8333
"Acropora samoensis",54.5383,12.525
"Acropora samoensis",45.05,12.7833
"Acropora samoensis",50.6333,26.25
"Acropora samoensis",114.1667,-21.85
"Acropora samoensis",45.2806,-12.8756
"Acropora samoensis",121.88,-0.55
"Acropora samoensis",72,-5.3333
"Acropora samoensis",106.5833,-5.6167
"Acropora samoensis",147.7317,-18.9445
"Acropora samoensis",122.4333,-0.4167
"Acropora samoensis",123.0833,-16.4333
"Acropora samoensis",-171.9167,-13.9833
"Acropora samoensis",150.93,-4.92
"Acropora samoensis",38.95,22.69
"Acropora samoensis",115.42,-8.67
"Acropora samoensis",121.62,-0.43
"Acropora samoensis",172.9,1.55
"Acropora samoensis",124.9733,-14.5083
"Acropora samoensis",146.1667,-17.6742
"Acropora samoensis",145.6181,-16.0672
"Acropora samoensis",117,21.8333
"Acropora samoensis",124.4,-8.2667
"Acropora samoensis",166.5,-22.2833
"Acropora samoensis",124.35,-8.22
"Acropora samoensis",146.35,-17.1167
"Acropora samoensis",143.6167,-13.0333
"Acropora samoensis",119.5833,23.5667
"Acropora samoensis",146.4867,-18.5417
"Acropora samoensis",110.45,-5.8667
"Acropora samoensis",57.45,-20.2333
"Acropora samoensis",122.63,-0.42
"Acropora samoensis",159.1033,-29.9167
"Acropora samoensis",114.75,13.45
"Acropora samoensis",146.0092,-17.1652
"Acropora samoensis",-149.8333,-17.5833
"Acropora samoensis",145.5067,-16.3017
"Acropora samoensis",-144.3333,-27.4667
"Acropora samoensis",113.9,-22.15
"Acropora samoensis",145.5633,-16.3933
"Acropora samoensis",121.62,-0.58
"Acropora samoensis",125.4333,3.15
"Acropora samoensis",117.6667,-8.1667
"Acropora samoensis",51.5,-10.2
"Acropora samoensis",123.7383,-5.8017
"Acropora samoensis",127.7667,-5.4
"Acropora samoensis",100.23,-0.93
"Acropora samoensis",40.7055,-14.3762
"Acropora samoensis",170,-10
"Acropora samoensis",149.2677,-20.7968
"Acropora samoensis",45.12,-12.78
"Acropora samoensis",-170.65,-14.2167
"Acropora samoensis",150.3,-5.3333
"Acropora samoensis",149.1,-20.2833
"Acropora samoensis",143.9,-13.0667
"Acropora samoensis",100.35,-1.12
"Acropora samoensis",44.976,-12.6857
"Acropora samoensis",147.731,-18.9445
"Acropora samoensis",124.4,-8.25
"Acropora samoensis",144.0333,-11.6167
"Acropora samoensis",150.82,-17.43
"Acropora samoensis",148.8032,-20.3017
"Acropora samoensis",-144.3,-27.6
"Acropora samoensis",127.27,-0.32
"Acropora samoensis",148.8333,-20.2667
"Acropora samoensis",116.0167,-8.3333
"Acropora samoensis",147.45,-18.4167
"Acropora samoensis",152.15,-23.6333
"Acropora samoensis",37.6492,22.6936
"Acropora samoensis",146.85,-19.1667
"Acropora samoensis",110.5,-5.8333
"Acropora samoensis",118.5167,2.1333
"Acropora samoensis",146.6833,-18.7333
"Acropora samoensis",138.3333,8.8333
"Acropora samoensis",145.42,-15.12
"Acropora samoensis",146.1438,-17.9573
"Acropora samoensis",179.0167,-17.4
"Acropora samoensis",36.8333,25.5333
"Acropora samoensis",116,6.0167
"Acropora samoensis",119.2167,-5.0167
"Acropora samoensis",40.6851,-11.015
"Acropora samoensis",138.15,9.5833
"Acropora samoensis",145.865,-16.055
"Acropora samoensis",157.9983,6.7689
"Acropora samoensis",153.45,-27.4333
"Acropora samoensis",112,16.5
"Acropora samoensis",106.53,-5.58
"Acropora samoensis",124.9879,-14.4963
"Acropora samoensis",119.0964,-5.0317
"Acropora samoensis",72.17,-5.37
"Acropora samoensis",145.45,-15.75
"Acropora samoensis",146.7,-18.7833
"Acropora samoensis",118.72,4.58
"Acropora samoensis",55.45,-4.6167
"Acropora samoensis",124.35,-8.2667
"Acropora samoensis",131.8333,-11.2667
"Acropora samoensis",32.6833,-27.5167
"Acropora samoensis",134.455,7.2667
"Acropora samoensis",160.15,-12.3833
"Acropora samoensis",146.4667,-17.15
"Acropora samoensis",178.4,-8.2
"Acropora samoensis",124.35,-8.2167
"Acropora samoensis",55.37,-4.63
"Acropora samoensis",55.85,-4.3333
"Acropora samoensis",121.4833,22.6667
"Acropora samoensis",145.9633,-16.7503
"Acropora samoensis",158.2194,6.7805
"Acropora samoensis",73.0217,4.2967
"Acropora samoensis",-149.7769,-17.52
"Acropora samoensis",124.9667,-14.45
"Acropora samoensis",121.8833,-0.55
"Acropora samoensis",125.4,2.8167
"Acropora samoensis",54.0433,12.6683
"Acropora samoensis",177.1667,-17.75
"Acropora samoensis",148.7983,-20.3017
"Acropora samoensis",54.365,12.62
"Acropora samoensis",-67.4167,12
"Acropora samoensis",127.52,1.7
"Acropora samoensis",116.8,-20.4833
"Acropora samoensis",145.5583,-13.8883
"Acropora samoensis",145.443,-14.6883
"Acropora samoensis",126.4,1.2667
"Acropora samoensis",146.8488,-19.1713
"Acropora samoensis",145.44,-14.6836
"Acropora samoensis",113.7194,-22.475
"Acropora samoensis",124.5167,0.4667
"Acropora samoensis",145.6365,-16.1143
"Acropora samoensis",115.5,-20.58
"Acropora samoensis",129.8802,-4.5059
"Acropora samoensis",118.75,4.5667
"Acropora samoensis",122.2333,-0.2
"Acropora samoensis",166.1,-22.15
"Acropora samoensis",122.23,-0.2
"Acropora samoensis",118.2333,2.2667
"Acropora samoensis",53.075,12.1717
"Acropora samoensis",57.5333,-20.0833
"Acropora samoensis",100.2333,-0.9333
"Acropora samoensis",135.3381,33.6928
"Acropora samoensis",143.8667,-9.7833
"Acropora samoensis",72.1667,-5.4333
"Acropora samoensis",146.5612,-13.8203
"Acropora samoensis",151.8833,-23.4833
"Acropora samoensis",148.3603,-19.9878
"Acropora samoensis",45.08,-12.83
"Acropora samoensis",-159.75,-21.0833
"Acropora samoensis",120.1167,11.5667
"Acropora samoensis",98.042,7.615
"Acropora samoensis",124.17,24.33
"Acropora samoensis",55.5,-4.6
"Acropora samoensis",146.1633,-17.9617
"Acropora samoensis",145.4167,-15.1333
"Acropora samoensis",125.23,1.47
"Acropora samoensis",73.5517,4.28
"Acropora samoensis",170.9,10.32
"Acropora samoensis",144.8167,-14.4333
"Acropora samoensis",158.3481,6.8889
"Acropora samoensis",119.3333,-5.1333
"Acropora samoensis",144.05,-11.8
"Acropora samoensis",99.8367,10.1233
"Acropora samoensis",48.1017,-13.5694
"Acropora samoensis",41.4,-1.8
"Acropora samoensis",130.8333,-12.3833
"Acropora samoensis",150.6667,-20.9667
"Acropora samoensis",127.75,2.3
"Acropora samoensis",115.63,-8.3
"Acropora samoensis",52.3267,12.1933
"Acropora samoensis",55.4833,-4.7583
"Acropora samoensis",119.55,23.55
"Acropora samoensis",147.7017,-18.9418
"Acropora samoensis",128,26.5
"Acropora samoensis",151.7333,-24
"Acropora samoensis",98.3658,7.6158
"Acropora samoensis",132.7097,32.7972
"Acropora samoensis",55.5167,-4.6667
"Acropora samoensis",132.8317,-3.9367
"Acropora samoensis",145.444,-14.6869
"Acropora samoensis",144.9667,-14.5167
"Acropora samoensis",79.7017,8.24
"Acropora samoensis",178.8333,-17.7167
"Acropora samoensis",116.7667,20.5667
"Acropora samoensis",55.375,-4.635
"Acropora samoensis",125.5833,-5.1667
"Acropora samoensis",42.15,15.0833
"Acropora samoensis",97.6333,8.5733
"Acropora samoensis",146.0738,-17.2067
"Acropora samoensis",146.5583,-13.8883
"Acropora samoensis",158.1581,6.9709
"Acropora samoensis",73.0917,-0.5817
"Acropora samoensis",36.605,25.7083
"Acropora samoensis",125.2333,1.4667
"Acropora samoensis",130.4833,-0.8167
"Acropora samoensis",149.0097,-20.1723
"Acropora samoensis",45.019,-12.6334
"Acropora samoensis",-80.1167,25.3833
"Acropora samoensis",143.95,-14.0333
"Acropora samoensis",145.45,-14.666
"Acropora samoensis",97.82,9.0583
"Acropora samoensis",163.88,-20.2883
"Acropora samoensis",97.5,1.08
"Acropora samoensis",100.3333,-1.1333
"Acropora samoensis",52.0583,12.225
"Acropora samoensis",146.8685,-19.155
"Acropora samoensis",123.0333,-12.2833
"Acropora samoensis",164.0333,-20.4167
"Acropora samoensis",115.5937,-8.7139
"Acropora samoensis",122.9833,-12.25
"Acropora samoensis",114.3533,22.325
"Acropora samoensis",121.9167,-0.3333
"Acropora samoensis",156.757,-8.0136
"Acropora samoensis",150.92,-4.95
"Acropora samoensis",-157.4,2
"Acropora samoensis",40.92,-2.36
"Acropora samoensis",178.4167,-18.8667
"Acropora samoensis",145.45,-15.5014
"Acropora samoensis",98.375,7.615
"Acropora samoensis",125.3333,2.1167
"Acropora samoensis",116.4,-20.62
"Acropora samoensis",151.7,-23.3
"Acropora samoensis",120.83,22
"Acropora samoensis",116.0167,6.0167
"Acropora samoensis",144.7833,13.5833
"Acropora samoensis",145.4458,-15.643
"Acropora samoensis",114.4334,5.0293
"Acropora samoensis",147.1,-18.7
"Acropora samoensis",-162.4,5.8
"Acropora samoensis",158.0992,6.915
"Acropora samoensis",134.5017,7.5033
"Acropora samoensis",97.64,8.6667
"Acropora samoensis",145.75,-15.4
"Acropora samoensis",119.2833,-4.9667
"Acropora samoensis",128.25,-3.75
"Acropora samoensis",119.2,-4.9667
"Acropora samoensis",116.8953,-20.4094
"Acropora samoensis",40.7202,-10.9965
"Acropora samoensis",98.3667,7.6
"Acropora samoensis",124.9733,-14.505
"Acropora samoensis",129.5667,-0.2
"Acropora samoensis",149.4236,-20.9259
"Acropora samoensis",115.4,-20.7666
"Acropora samoensis",146.5675,-17.575
"Acropora samoensis",97.8533,9.4633
"Acropora samoensis",147.0615,-15.3017
"Acropora samoensis",72.9633,3.9883
"Acropora samoensis",132.7408,32.7717
"Acropora samoensis",152.4167,-21.75
"Acropora samoensis",55.4867,-4.635
"Acropora samoensis",145.4622,-15.7433
"Acropora samoensis",151.7333,-23.5333
"Acropora samoensis",145.7598,-16.1245
"Acropora samoensis",97.865,9.4733
"Acropora samoensis",124.3333,-8.1833
"Acropora samoensis",158,-8
"Acropora samoensis",158.3175,-7.5627
"Acropora samoensis",135.7433,33.4803
"Acropora samoensis",124.7167,1.6333
"Acropora samoensis",55.8167,-4.35
"Acropora samoensis",124.3167,-8.3
"Acropora samoensis",122.9918,-12.2381
"Acropora samoensis",144.4948,-13.967
"Acropora samoensis",-170.7667,-14.3667
"Acropora samoensis",42.3833,15.5333
"Acropora samoensis",144.75,13.45
"Acropora samoensis",145.6367,-14.6167
"Acropora samoensis",164.0067,-20.1283
"Acropora samoensis",72.7133,3.99
"Acropora samoensis",178.67,-18
"Acropora samoensis",124.75,1.63
"Acropora samoensis",166.8667,-22.3667
"Acropora samoensis",148.7132,-20.1127
"Acropora samoensis",43.33,11.5
"Acropora samoensis",128.7058,1.5304
"Acropora samoensis",123,-12.2333
"Acropora samoensis",145.6652,-16.267
"Acropora samoensis",146.8546,-19.1637
"Acropora samoensis",128.2238,2.1092
"Acropora samoensis",55.42,-4.6033
"Acropora samoensis",145.4303,-15.6352
"Acropora samoensis",134.53,-2.4533
"Acropora samoensis",145.466,-14.6541
"Acropora samoensis",145.6633,-14.665
"Acropora samoensis",150.5,-5.2333
"Acropora samoensis",99.9817,9.7983
"Acropora samoensis",147.8516,-16.3841
"Acropora samoensis",155.846,-17.411
"Acropora samoensis",146.563,-17.5797
"Acropora samoensis",55.4,-5.8333
"Acropora samoensis",132.057,-11.1852
"Acropora samoensis",2.9833,39.6167
"Acropora samoensis",145.462,-14.6504
"Acropora samoensis",179,-17.33
"Acropora samoensis",105.2267,-6.8283
"Acropora samoensis",124.3,-8.3333
"Acropora samoensis",55.55,-4.7333
"Acropora samoensis",104.85,1.2833
"Acropora samoensis",146.5172,-16.9902
"Acropora samoensis",55.4833,-4.7667
"Acropora samoensis",146.046,-16.5513
"Acropora samoensis",79.6715,8.2446
"Acropora samoensis",150.1833,-5.2333
"Acropora samoensis",115.5,-20.3891
"Acropora samoensis",124.45,-8.25
"Acropora samoensis",55.5083,-4.6167
"Acropora samoensis",144.12,-14
"Acropora samoensis",100.08,-0.87
"Acropora samoensis",113.75,-23.1333
"Acropora samoensis",130.0167,-6.3167
"Acropora samoensis",143.7857,-12.3945
"Acropora samoensis",153.4133,-27.5833
"Acropora samoensis",124.9789,-14.5074
"Acropora samoensis",-144.2833,-27.5833
"Acropora samoensis",171.1333,7.0833
"Acropora samoensis",129.9,-0.45
"Acropora samoensis",158.1067,6.9153
"Acropora samoensis",118.63,4.67
"Acropora samoensis",149.279,-20.7995
"Acropora samoensis",146.555,-13.8893
"Acropora samoensis",146.1372,-17.9233
"Acropora samoensis",148.8867,-20.375
"Acropora samoensis",123.55,-12.5167
"Acropora samoensis",160.0338,-8.843
"Acropora samoensis",-172.3667,-13.4333
"Acropora samoensis",57.4667,-20.2
"Acropora samoensis",150.9167,-4.95
"Acropora samoensis",161.6767,-10.1867
"Acropora samoensis",124.9667,-14.4167
"Acropora samoensis",163.8833,-20.2667
"Acropora samoensis",142.8333,-10.2167
"Acropora samoensis",125.8,-5.4333
"Acropora samoensis",129.4333,-0.1167
"Acropora samoensis",120.7833,22
"Acropora samoensis",177.05,-17.6
"Acropora samoensis",43,-23
"Acropora samoensis",145.4174,19.6998
"Acropora samoensis",145.442,-14.6842
"Acropora samoensis",52.7167,-7
"Acropora samoensis",47.8392,-13.6183
"Acropora samoensis",73.3467,4.395
"Acropora samoensis",151.36,-4.905
"Acropora samoensis",148.8489,-20.4251
"Acropora samoensis",116.8731,-20.4811
"Acropora samoensis",145.507,-14.7433
"Acropora samoensis",99.9517,9.7083
"Acropora samoensis",123,-12
"Acropora samoensis",114.7274,5.2067
"Acropora samoensis",-76.1333,23.7833
"Acropora samoensis",145.466,-14.6935
"Acropora samoensis",42.4667,15.6833
"Acropora samoensis",158.3067,6.95
"Acropora samoensis",55.38,-4.65
"Acropora samoensis",39.75,-4.3667
"Acropora samoensis",143.62,-13.03
"Acropora samoensis",130.817,-12.4167
"Acropora samoensis",151.9167,-23.3
"Acropora samoensis",-171.4183,-14.0217
"Acropora samoensis",145.47,-15.736
"Acropora samoensis",118.75,4.5833
"Acropora samoensis",148.8873,-20.1657
"Acropora samoensis",104.155,2.825
"Acropora samoensis",143.85,-9.75
"Acropora samoensis",71.7667,-5.2667
"Acropora samoensis",129.6952,-4.5354
"Acropora samoensis",114.05,-28.85
"Acropora samoensis",-162.37,6.41
"Acropora samoensis",32.6833,-27.5
"Acropora samoensis",-139.6333,-8.8833
"Acropora samoensis",103.0333,5.7667
"Acropora samoensis",146.4317,-18.8117
"Acropora samoensis",97.8683,9.4025
"Acropora samoensis",178.5,-19.2833
"Acropora samoensis",36.575,25.8583
"Acropora samoensis",146.4324,-18.8115
"Acropora samoensis",127.73,2.13
"Acropora samoensis",150.2833,-16.6
"Acropora samoensis",45.1743,-12.7164
"Acropora samoensis",145.35,-14.7667
"Acropora samoensis",145.7723,-16.118
"Acropora samoensis",114.17,-21.85
"Acropora samoensis",123.5333,-12.55
"Acropora samoensis",146.5833,-19.0333
"Acropora samoensis",158.1107,6.9082
"Acropora samoensis",146.0948,-17.2253
"Acropora samoensis",48.2347,-13.1914
"Acropora samoensis",158.316,-19.883
"Acropora samoensis",122.9833,-12.2333
"Acropora samoensis",97.8525,9.4678
"Acropora samoensis",132.9783,-4.1217
"Acropora samoensis",151.7667,-24.0167
"Acropora samoensis",144.028,-11.694
"Acropora samoensis",153.4067,-27.47
"Acropora samoensis",145.447,-14.6989
"Acropora samoensis",146.8492,-19.1715
"Acropora samoensis",147.4839,-18.5347
"Acropora samoensis",103.75,1.2
"Acropora samoensis",109.6,-10.0333
"Acropora samoensis",152.15,-23.63
"Acropora samoensis",49.9333,27.1667
"Acropora samoensis",71.7833,-5.4167
"Acropora samoensis",100.9667,12.6167
"Acropora samoensis",47.9533,-13.5069
"Acropora samoensis",127.5,1.7333
"Acropora samoensis",125.2667,1.5167
"Acropora samoensis",158.2167,6.9667
"Acropora samoensis",146.8483,-19.1717
"Acropora samoensis",119.33,-8.62
"Acropora samoensis",146.48,-18.6
"Acropora samoensis",115.4,-20.7669
"Acropora samoensis",153.3833,-27.6667
"Acropora samoensis",73.25,3.75
"Acropora samoensis",125.35,2.2833
"Acropora samoensis",124.9305,-14.5425
"Acropora samoensis",146.2918,-18.1492
"Acropora samoensis",150.8167,-17.4333
"Acropora samoensis",159.1,-31.55
"Acropora samoensis",146.4883,-18.5417
"Acropora samoensis",124.9933,-14.475
"Acropora samoensis",136.2983,-1.145
"Acropora samoensis",45.1476,-12.7236
"Acropora samoensis",54.0717,12.6733
"Acropora samoensis",148.5138,-20.0811
"Acropora samoensis",145.4969,-16.2924
"Acropora samoensis",40.3883,-10.315
"Acropora samoensis",147.5333,-18.5167
"Acropora samoensis",116.4,-20.6167
"Acropora samoensis",146.0723,-17.2117
"Acropora samoensis",145.447,-14.6988
"Acropora samoensis",125.15,2.75
"Acropora samoensis",146.5367,-18.775
"Acropora samoensis",124.9786,-14.5132
"Acropora samoensis",120,8
"Acropora samoensis",36.6014,25.7131
"Acropora samoensis",138.1333,9.5833
"Acropora samoensis",166.8417,11.52
"Acropora samoensis",128.1,-3.6833
"Acropora samoensis",131.0833,-12.05
"Acropora samoensis",150.9167,-4.9167
"Acropora samoensis",103.83,1.2
"Acropora samoensis",179.02,-17.4
"Acropora samoensis",124.3833,-8.3333
"Acropora samoensis",73.3633,4.2783
"Acropora samoensis",145.8407,-16.0863
"Acropora samoensis",-170.7045,-14.3359
"Acropora samoensis",-170.67,-14.28
"Acropora samoensis",55.4583,-4.7417
"Acropora samoensis",42.5907,15.8952
"Acropora samoensis",114.8,16.2167
"Acropora samoensis",42.3833,15.7167
"Acropora samoensis",48.9575,-12.2661
"Acropora samoensis",137.4946,8.3008
"Acropora samoensis",49.07,-12.13
"Acropora samoensis",143.986,-10.728
"Acropora samoensis",151.7333,-17.4167
"Acropora samoensis",-64.7667,10.2833
"Acropora samoensis",97.9167,-12.1667
"Acropora samoensis",110.5,-5.83
"Acropora samoensis",159.0617,-29.4533
"Acropora samoensis",129.9167,-0.45
"Acropora samoensis",153.4,-27.5
"Acropora samoensis",79.74,8.3867
"Acropora samoensis",39.6,-8.5
"Acropora samoensis",127.4866,1.653
"Acropora samoensis",146.0058,-17.16
"Acropora samoensis",-168.14,-14.55
"Acropora samoensis",45.0383,-12.6843
"Acropora samoensis",97.8767,9.415
"Acropora samoensis",159.15,-31.4667
"Acropora samoensis",149.8142,-9.5743
"Acropora samoensis",56.4167,26.5
"Acropora samoensis",151.2833,-23.5333
"Acropora samoensis",151.9229,-23.2628
"Acropora samoensis",47.25,-11.55
"Acropora samoensis",123.3667,-11.9667
"Acropora samoensis",40.45,-10.27
"Acropora samoensis",50.1667,27.6
"Acropora samoensis",145.5833,-16.3333
"Acropora samoensis",168,10
"Acropora samoensis",116.8531,-20.5205
"Acropora samoensis",115.5,-8.67
"Acropora samoensis",119.5833,23.4
"Acropora samoensis",79.7302,8.3791
"Acropora samoensis",145.6169,-16.0667
"Acropora samoensis",38.9667,22.7333
"Acropora samoensis",153.4167,-27.4833
"Acropora samoensis",45.2901,-12.8664
"Acropora samoensis",-138.3333,-17.3333
"Acropora samoensis",36.9167,25.5167
"Acropora samoensis",153.5483,-27.39
"Acropora samoensis",-128.296,-24.328
"Acropora samoensis",42.5818,16.0077
"Acropora samoensis",-159.83,-18.83
"Acropora samoensis",53.3,-5.75
"Acropora samoensis",55.2,-3.7
"Acropora samoensis",118.5,2.13
"Acropora samoensis",127.75,2.2667
"Acropora samoensis",43.4927,-11.9432
"Acropora samoensis",158.85,-19.4
"Acropora samoensis",-130.758,-23.931
"Acropora samoensis",159.0233,-29.9183
"Acropora samoensis",131,30.6667
"Acropora samoensis",130.8333,-12.4
"Acropora samoensis",152.0833,-17.1333
"Acropora samoensis",145.461,-14.6999
"Acropora samoensis",150.8233,-5.3767
"Acropora samoensis",119,6
"Acropora samoensis",123.5833,-12.5
"Acropora samoensis",146.43,-18.8117
"Acropora samoensis",115.62,-20.43
"Acropora samoensis",135.67,-2.9483
"Acropora samoensis",130.3,-5.55
"Acropora samoensis",34.92,29.37
"Acropora samoensis",-135,-23.0833
"Acropora samoensis",144.8905,20.5532
"Acropora samoensis",145.471,-14.6587
"Acropora samoensis",177.2662,-17.4886
"Acropora samoensis",39.75,-8.1
"Acropora samoensis",37.07,25.0033
"Acropora samoensis",134.04,-3.9133
"Acropora samoensis",153.3833,-27.5333
"Acropora samoensis",149.1833,-19.75
"Acropora samoensis",136.2283,-1.24
"Acropora samoensis",118.23,2.33
"Acropora samoensis",148.4697,-19.9943
"Acropora samoensis",152.9667,-25.3
"Acropora samoensis",123.8467,-5.835
"Acropora samoensis",146.8833,-18.4833
"Acropora samoensis",-124.8,-24.68
"Acropora samoensis",55.3667,-4.6333
"Acropora samoensis",-159.75,-21.1667
"Acropora samoensis",151.7833,-23.25
"Acropora samoensis",116.8167,-20.45
"Acropora samoensis",116.7667,-20.5333
"Acropora samoensis",37.135,25.1517
"Acropora samoensis",158.265,6.9967
"Acropora samoensis",134.9417,-0.95
"Acropora samoensis",119.3333,-8.6167
"Acropora samoensis",116.5333,-20.6167
"Acropora samoensis",147.2667,-18.75
"Acropora samoensis",142.1833,-10.5667
"Acropora samoensis",129.4167,-0.0833
"Acropora samoensis",114.6232,4.982
"Acropora samoensis",151.8667,-17.415
"Acropora samoensis",114.2965,4.9021
"Acropora samoensis",146.638,-18.232
"Acropora samoensis",79.7012,8.2395
"Acropora samoensis",116.8406,-20.4513
"Acropora samoensis",163.875,-20.26
"Acropora samoensis",128.4,-3.6333
"Acropora samoensis",145.446,-14.6639
"Acropora samoensis",148.0296,-40.2276
"Acropora samoensis",39.73,-4.02
"Acropora samoensis",151.9229,-23.0044
"Acropora samoensis",153.4,-29.9333
"Acropora samoensis",116.7833,20.5833
"Acropora samoensis",116.5167,-20.5333
"Acropora samoensis",119.92,16.38
"Acropora samoensis",177.05,-17.4833
"Acropora samoensis",132.057,-11.185
"Acropora samoensis",142.9,-11.5833
"Acropora samoensis",100.9333,12.5667
"Acropora samoensis",124.925,-14.5383
"Acropora samoensis",55.4,-4.6133
"Acropora sarmentosa",149.3885,-20.9112
"Acropora sarmentosa",-152.75,-22.6667
"Acropora sarmentosa",116.8414,-20.4608
"Acropora sarmentosa",149.0322,-20.3065
"Acropora sarmentosa",143.858,-12.992
"Acropora sarmentosa",153.5,-27
"Acropora sarmentosa",145.774,-16.3768
"Acropora sarmentosa",143.6,-12.8
"Acropora sarmentosa",114.17,-21.85
"Acropora sarmentosa",145.466,-14.6935
"Acropora sarmentosa",150.9548,-23.2162
"Acropora sarmentosa",148.6578,-20.1085
"Acropora sarmentosa",152.15,-23.63
"Acropora sarmentosa",153.5233,-27.4133
"Acropora sarmentosa",145.6948,-16.375
"Acropora sarmentosa",143.7833,-12.1333
"Acropora sarmentosa",147.7167,-18.9833
"Acropora sarmentosa",150.92,-4.92
"Acropora sarmentosa",153.4,-29.93
"Acropora sarmentosa",113.7194,-22.475
"Acropora sarmentosa",149.0352,-20.157
"Acropora sarmentosa",151.8783,-17.4117
"Acropora sarmentosa",145.444,-14.6869
"Acropora sarmentosa",146.163,-17.9611
"Acropora sarmentosa",149.4213,-20.9273
"Acropora sarmentosa",149.279,-20.7995
"Acropora sarmentosa",146.033,-16.5
"Acropora sarmentosa",152.15,-23.6333
"Acropora sarmentosa",145.6595,-16.2878
"Acropora sarmentosa",145.9482,-16.6373
"Acropora sarmentosa",150.921,-23.1623
"Acropora sarmentosa",143.95,-13.1667
"Acropora sarmentosa",145.9633,-16.7503
"Acropora sarmentosa",145.9748,-16.6122
"Acropora sarmentosa",148.8864,-20.3754
"Acropora sarmentosa",145.4458,-15.643
"Acropora sarmentosa",146.48,-18.6
"Acropora sarmentosa",144,-11.7
"Acropora sarmentosa",145.461,-14.6999
"Acropora sarmentosa",146.73,-18.23
"Acropora sarmentosa",145.459,-14.686
"Acropora sarmentosa",145.3725,-14.6942
"Acropora sarmentosa",149.4213,-20.9274
"Acropora sarmentosa",146.4833,-18.6
"Acropora sarmentosa",158.3167,-19.8667
"Acropora sarmentosa",149.432,-20.9034
"Acropora sarmentosa",151.95,-23.45
"Acropora sarmentosa",120.91,13.51
"Acropora sarmentosa",145.473,-14.6801
"Acropora sarmentosa",158.67,-19.33
"Acropora sarmentosa",150.9634,-23.2163
"Acropora sarmentosa",148.481,-20.0657
"Acropora sarmentosa",145.6365,-16.1143
"Acropora sarmentosa",147.93,-19.03
"Acropora sarmentosa",146.1887,-17.0567
"Acropora sarmentosa",145.97,-16.6073
"Acropora sarmentosa",145.9395,-16.6698
"Acropora sarmentosa",143.78,-12.13
"Acropora sarmentosa",145.2478,-14.6513
"Acropora sarmentosa",151.92,-23.45
"Acropora sarmentosa",147.7017,-18.9418
"Acropora sarmentosa",146.4225,-17.7068
"Acropora sarmentosa",150.9167,-4.9167
"Acropora sarmentosa",158.316,-19.883
"Acropora sarmentosa",149.4431,-20.9037
"Acropora sarmentosa",146.483,-18.6
"Acropora sarmentosa",151.9167,-23.45
"Acropora sarmentosa",145.5485,-15.726
"Acropora sarmentosa",152.9369,-25.2638
"Acropora sarmentosa",146.5778,-17.569
"Acropora sarmentosa",143.47,-11.92
"Acropora sarmentosa",146.5617,-13.9033
"Acropora sarmentosa",110.5,-5.83
"Acropora sarmentosa",145.7657,-16.1138
"Acropora sarmentosa",152.4,-23.9
"Acropora sarmentosa",148.8489,-20.4251
"Acropora sarmentosa",153.486,-26.978
"Acropora sarmentosa",146.59,-18.68
"Acropora sarmentosa",150.92,-4.95
"Acropora sarmentosa",145.9373,-16.6858
"Acropora sarmentosa",148.8884,-20.378
