"scientificName","decimalLongitude","decimalLatitude"
"Leptastrea aequalis",36.9208,25.513
"Leptastrea aequalis",39.6,-8.5
"Leptastrea aequalis",47.25,-11.55
"Leptastrea bewickensis",-177.363,28.214
"Leptastrea bewickensis",-178.3286,28.4535
"Leptastrea bewickensis",-166.2999,23.8745
"Leptastrea bewickensis",146.0092,-17.1652
"Leptastrea bewickensis",-156.2817,20.948
"Leptastrea bewickensis",-173.997,26.0784
"Leptastrea bewickensis",-170.6565,-14.3154
"Leptastrea bewickensis",-173.8824,25.9581
"Leptastrea bewickensis",-158.205,21.4515
"Leptastrea bewickensis",-166.17,23.75
"Leptastrea bewickensis",-155.848,20.267
"Leptastrea bewickensis",-155.6182,18.9654
"Leptastrea bewickensis",-170.7929,-14.2913
"Leptastrea bewickensis",-175.8984,27.7786
"Leptastrea bewickensis",144.8168,-14.4255
"Leptastrea bewickensis",-175.9488,27.7531
"Leptastrea bewickensis",-169.4901,-14.2146
"Leptastrea bewickensis",148.904,-20.147
"Leptastrea bewickensis",148.97,-20.23
"Leptastrea bewickensis",-166.26,23.77
"Leptastrea bewickensis",-162.4,5.8
"Leptastrea bewickensis",144.8905,20.5532
"Leptastrea bewickensis",-156.0411,20.6597
"Leptastrea bewickensis",-164.7077,23.5759
"Leptastrea bewickensis",-170.583,25.417
"Leptastrea bewickensis",-175.9317,27.7889
"Leptastrea bewickensis",-166.2731,23.8801
"Leptastrea bewickensis",-176.48,0.19
"Leptastrea bewickensis",-155.9813,20.7456
"Leptastrea bewickensis",-175.86,27.79
"Leptastrea bewickensis",-169.5058,-14.2466
"Leptastrea bewickensis",-178.3714,28.4203
"Leptastrea bewickensis",-166.2361,23.8822
"Leptastrea bewickensis",-166.11,23.83
"Leptastrea bewickensis",-176,0.8
"Leptastrea bewickensis",-175.753,27.8392
"Leptastrea bewickensis",-159.3282,21.9594
"Leptastrea bewickensis",-167.92,25
"Leptastrea bewickensis",-160.5437,21.6552
"Leptastrea bewickensis",149.071,-20.1548
"Leptastrea bewickensis",-161.97,23.1
"Leptastrea bewickensis",-178.344,28.4536
"Leptastrea bewickensis",-178.31,28.38
"Leptastrea bewickensis",144.8,-14.42
"Leptastrea bewickensis",-156.9901,20.7752
"Leptastrea bewickensis",-175.8172,27.9564
"Leptastrea bewickensis",-157.6868,21.3813
"Leptastrea bewickensis",-158.0404,21.2863
"Leptastrea bewickensis",-175.9616,27.7558
"Leptastrea bewickensis",-154.8806,19.424
"Leptastrea bewickensis",-166.0835,23.658
"Leptastrea bewickensis",-175.8665,27.7953
"Leptastrea bewickensis",145.7886,16.6986
"Leptastrea bewickensis",-178.3667,28.4319
"Leptastrea bewickensis",-164.7,23.57
"Leptastrea bewickensis",-159.6596,21.9304
"Leptastrea bewickensis",145.7879,18.1683
"Leptastrea bewickensis",159.2,-29.5
"Leptastrea bottae",45.12,-12.78
"Leptastrea bottae",43.4927,-11.9432
"Leptastrea bottae",131,3.1
"Leptastrea bottae",59.63,-16.61
"Leptastrea bottae",51.5,-10.2
"Leptastrea bottae",-149.39,-17.68
"Leptastrea bottae",40.6851,-11.015
"Leptastrea bottae",73.1958,6.9222
"Leptastrea bottae",96.8852,-12.1022
"Leptastrea bottae",39.6,-8.5
"Leptastrea bottae",53.2547,12.1164
"Leptastrea bottae",124.9745,-14.4398
"Leptastrea bottae",-164.7,23.57
"Leptastrea bottae",123.9,-5.8
"Leptastrea bottae",38.29,21.55
"Leptastrea bottae",114,10
"Leptastrea bottae",145.46,-14.667
"Leptastrea bottae",46.28,-9.4
"Leptastrea bottae",48.1617,-13.3228
"Leptastrea bottae",144.07,-9.92
"Leptastrea bottae",43.33,11.5
"Leptastrea bottae",179.18,-8.5
"Leptastrea bottae",119.3289,-5.0475
"Leptastrea bottae",48.7033,-12.4583
"Leptastrea bottae",96.8137,-12.1392
"Leptastrea bottae",-170.583,25.417
"Leptastrea bottae",146.58,-18.67
"Leptastrea bottae",55.4,-21.1
"Leptastrea bottae",119.3431,-4.9581
"Leptastrea bottae",39.75,-8.1
"Leptastrea bottae",152.42,-21.5
"Leptastrea bottae",73.167,-0.633
"Leptastrea bottae",123.03,-12.28
"Leptastrea bottae",163,-18.5
"Leptastrea bottae",-174,26.03
"Leptastrea bottae",47.25,-11.55
"Leptastrea bottae",96.8382,-12.0874
"Leptastrea bottae",144,-11.75
"Leptastrea bottae",96.8635,-12.1335
"Leptastrea bottae",40.7055,-14.3762
"Leptastrea bottae",72.9,4.87
"Leptastrea bottae",40.92,-2.36
"Leptastrea bottae",73.53,4.18
"Leptastrea bottae",120.5,-6.3
"Leptastrea bottae",-144.3333,-27.4667
"Leptastrea bottae",96.825,-12.1899
"Leptastrea bottae",167.55,-22.61
"Leptastrea bottae",145.33,-14.37
"Leptastrea bottae",39.73,-4.02
"Leptastrea bottae",73.06,8.27
"Leptastrea bottae",124,10
"Leptastrea bottae",72.5,11
"Leptastrea bottae",49.07,-12.13
"Leptastrea bottae",148.97,-20.23
"Leptastrea bottae",41.4,-1.8
"Leptastrea bottae",149.1833,-19.75
"Leptastrea bottae",96.8825,-12.096
"Leptastrea bottae",53.33,-5.41
"Leptastrea bottae",71.5,-6.2
"Leptastrea bottae",147.53,-18.5
"Leptastrea bottae",48.25,-13.3333
"Leptastrea bottae",-144.3,-27.6
"Leptastrea bottae",36.4055,26.1572
"Leptastrea bottae",-166.17,23.75
"Leptastrea bottae",96.817,-11.8297
"Leptastrea bottae",119.17,-4.8
"Leptastrea bottae",119.0964,-5.0317
"Leptastrea bottae",169,14.63
"Leptastrea bottae",96.8748,-12.0904
"Leptastrea bottae",40.45,-10.27
"Leptastrea bottae",72.2,-5.35
"Leptastrea bottae",96.88,-12.0863
"Leptastrea bottae",-159.05,21.57
"Leptastrea bottae",118.25,-8.2
"Leptastrea inaequalis",40.6851,-11.015
"Leptastrea inaequalis",40.92,-2.36
"Leptastrea inaequalis",40.3937,-3.1873
"Leptastrea inaequalis",145.471,-14.6587
"Leptastrea inaequalis",145.466,-14.6935
"Leptastrea inaequalis",145.9448,-16.6517
"Leptastrea inaequalis",54.0458,12.6699
"Leptastrea inaequalis",145.478,-14.6713
"Leptastrea inaequalis",55.4,-21.1
"Leptastrea inaequalis",46.28,-9.4
"Leptastrea inaequalis",145.6432,-16.1093
"Leptastrea inaequalis",145.461,-14.6999
"Leptastrea inaequalis",71.5,-6.2
"Leptastrea inaequalis",147.5333,-18.5167
"Leptastrea inaequalis",41.4,-1.8
"Leptastrea inaequalis",145.446,-14.6639
"Leptastrea inaequalis",145.45,-14.6667
"Leptastrea inaequalis",43.4927,-11.9432
"Leptastrea inaequalis",145.44,-14.6836
"Leptastrea inaequalis",145.46,-14.7022
"Leptastrea inaequalis",45.12,-12.78
"Leptastrea inaequalis",51.5,-10.2
"Leptastrea inaequalis",119.265,-17.35
"Leptastrea inaequalis",146.5167,-18.6833
"Leptastrea inaequalis",47.25,-11.55
"Leptastrea inaequalis",145.447,-14.6989
"Leptastrea inaequalis",145.462,-14.6504
"Leptastrea inaequalis",123.03,-12.28
"Leptastrea inaequalis",59.63,-16.61
"Leptastrea inaequalis",145.45,-14.647
"Leptastrea inaequalis",148.15,-18.85
"Leptastrea inaequalis",40.7055,-14.3762
"Leptastrea inaequalis",40.45,-10.27
"Leptastrea inaequalis",144.9667,-14.5167
"Leptastrea inaequalis",43.33,11.5
"Leptastrea inaequalis",145.454,-14.6454
"Leptastrea inaequalis",121.75,-14.01
"Leptastrea inaequalis",119.3599,-17.2903
"Leptastrea inaequalis",39.6,-8.5
"Leptastrea inaequalis",41.02,-2.1
"Leptastrea inaequalis",39.75,-8.1
"Leptastrea inaequalis",145.7723,-16.118
"Leptastrea inaequalis",145.467,-14.6889
"Leptastrea inaequalis",145.473,-14.6801
"Leptastrea inaequalis",146.5667,-18.7167
"Leptastrea inaequalis",73.25,3.75
"Leptastrea inaequalis",148.95,-20.0667
"Leptastrea inaequalis",145.3667,-14.3833
"Leptastrea inaequalis",39.73,-4.02
"Leptastrea inaequalis",53.33,-5.41
"Leptastrea inaequalis",49.07,-12.13
"Leptastrea inaequalis",158.1031,6.8836
"Leptastrea inaequalis",145.447,-14.6988
"Leptastrea inaequalis",159.0667,-29.9333
"Leptastrea pruinosa",145.6718,-16.214
"Leptastrea pruinosa",-169.6744,-14.1579
"Leptastrea pruinosa",149.0555,-20.3083
"Leptastrea pruinosa",-162.4,5.8
"Leptastrea pruinosa",145.7598,-16.1245
"Leptastrea pruinosa",-170.7929,-14.2913
"Leptastrea pruinosa",-176.485,0.1989
"Leptastrea pruinosa",148.9057,-20.1455
"Leptastrea pruinosa",146.1667,-17.6742
"Leptastrea pruinosa",148.8506,-20.4276
"Leptastrea pruinosa",48.9733,-12.2572
"Leptastrea pruinosa",146.1673,-17.6672
"Leptastrea pruinosa",121.1,-6.4
"Leptastrea pruinosa",145.45,-14.6667
"Leptastrea pruinosa",113.7194,-22.475
"Leptastrea pruinosa",-176.4827,0.1882
"Leptastrea pruinosa",148.6087,-20.102
"Leptastrea pruinosa",39.6,-8.5
"Leptastrea pruinosa",145.4003,-15.7138
"Leptastrea pruinosa",-169.6611,-14.1865
"Leptastrea pruinosa",145.97,-16.6073
"Leptastrea pruinosa",124.9879,-14.4963
"Leptastrea pruinosa",-159.4054,22.2306
"Leptastrea pruinosa",145.7657,-16.1138
"Leptastrea pruinosa",-168.1608,-14.551
"Leptastrea pruinosa",145.4498,-15.6498
"Leptastrea pruinosa",150.9548,-23.2162
"Leptastrea pruinosa",145.454,-14.6454
"Leptastrea pruinosa",149.2867,-20.8087
"Leptastrea pruinosa",116.7167,-20.6666
"Leptastrea pruinosa",145.774,-16.3768
"Leptastrea pruinosa",145.45,-14.647
"Leptastrea pruinosa",146.0723,-17.2117
"Leptastrea pruinosa",145.5543,-15.7845
"Leptastrea pruinosa",-169.4469,-14.2512
"Leptastrea pruinosa",145.6652,-16.267
"Leptastrea pruinosa",146.007,-17.1621
"Leptastrea pruinosa",39.73,-4.02
"Leptastrea pruinosa",96.8635,-12.1335
"Leptastrea pruinosa",145.6427,-16.1188
"Leptastrea pruinosa",145.843,-16.406
"Leptastrea pruinosa",-169.4901,-14.2146
"Leptastrea pruinosa",-169.5007,-14.2576
"Leptastrea pruinosa",41.02,-2.1
"Leptastrea pruinosa",146.8622,-19.1569
"Leptastrea pruinosa",149.4431,-20.9037
"Leptastrea pruinosa",-170.5615,-14.2675
"Leptastrea pruinosa",145.5485,-15.726
"Leptastrea pruinosa",146.4225,-17.7068
"Leptastrea pruinosa",116.5333,-20.55
"Leptastrea pruinosa",-170.6061,-14.2563
"Leptastrea pruinosa",149.2807,-20.8193
"Leptastrea pruinosa",-168.1535,-14.5294
"Leptastrea pruinosa",-170.5641,-14.2855
"Leptastrea pruinosa",148.8489,-20.4251
"Leptastrea pruinosa",-176.4744,0.2053
"Leptastrea pruinosa",-169.6858,-14.1716
"Leptastrea pruinosa",145.466,-14.6935
"Leptastrea pruinosa",145.6563,-16.2838
"Leptastrea pruinosa",145.5598,-16.3833
"Leptastrea pruinosa",146.5778,-17.569
"Leptastrea pruinosa",146.1458,-17.9261
"Leptastrea pruinosa",49.0578,-12.1214
"Leptastrea pruinosa",47.9956,-13.555
"Leptastrea pruinosa",-130.758,-23.931
"Leptastrea pruinosa",-170.5718,-14.2461
"Leptastrea pruinosa",-176.624,0.8149
"Leptastrea pruinosa",48.5953,-12.8269
"Leptastrea pruinosa",145.4327,-15.6415
"Leptastrea pruinosa",-169.4179,-14.2273
"Leptastrea pruinosa",-176.6158,0.7899
"Leptastrea pruinosa",49.0675,-12.1075
"Leptastrea pruinosa",121.75,-14.01
"Leptastrea pruinosa",-169.676,-14.1846
"Leptastrea pruinosa",145.447,-14.6988
"Leptastrea pruinosa",145.6365,-16.1143
"Leptastrea pruinosa",123.03,-12.28
"Leptastrea pruinosa",-169.5131,-14.2174
"Leptastrea pruinosa",145.5447,-15.7263
"Leptastrea pruinosa",148.8864,-20.3754
"Leptastrea pruinosa",48.9575,-12.2661
"Leptastrea pruinosa",146.013,-17.1636
"Leptastrea pruinosa",149.0432,-20.3083
"Leptastrea pruinosa",148.6578,-20.1085
"Leptastrea pruinosa",-169.608,-14.1687
"Leptastrea pruinosa",145.9965,-16.7572
"Leptastrea pruinosa",165.525,11.625
"Leptastrea pruinosa",146.007,-17.1622
"Leptastrea pruinosa",145.44,-14.6836
"Leptastrea pruinosa",105.6167,-10.4833
"Leptastrea pruinosa",105.7007,-10.4121
"Leptastrea pruinosa",149.0097,-20.1723
"Leptastrea pruinosa",145.4622,-15.7433
"Leptastrea pruinosa",119.3208,-5.0814
"Leptastrea pruinosa",-170.7502,-14.3602
"Leptastrea pruinosa",146.8546,-19.1637
"Leptastrea pruinosa",113.79,-28.635
"Leptastrea pruinosa",148.3603,-19.9878
"Leptastrea pruinosa",148.5139,-20.0811
"Leptastrea pruinosa",146.0125,-17.1632
"Leptastrea pruinosa",114.1583,-21.7833
"Leptastrea pruinosa",148.6278,-20.0212
"Leptastrea pruinosa",146.006,-17.1593
"Leptastrea pruinosa",-169.4749,-14.2626
"Leptastrea pruinosa",116.63,-20.53
"Leptastrea pruinosa",146.5333,-18.7667
"Leptastrea pruinosa",149.432,-20.9034
"Leptastrea pruinosa",145.6595,-16.2878
"Leptastrea pruinosa",148.481,-20.0657
"Leptastrea pruinosa",145.5667,-15.7833
"Leptastrea pruinosa",145.6948,-16.375
"Leptastrea pruinosa",-170.8373,-14.3159
"Leptastrea pruinosa",148.554,-19.9957
"Leptastrea pruinosa",149.279,-20.7995
"Leptastrea pruinosa",163,-18.5
"Leptastrea pruinosa",145.473,-14.6801
"Leptastrea pruinosa",-176.6228,0.8109
"Leptastrea pruinosa",146.0058,-17.16
"Leptastrea pruinosa",-168.1727,-14.5422
"Leptastrea pruinosa",146.0916,-17.2195
"Leptastrea pruinosa",145.9633,-16.7503
"Leptastrea pruinosa",-170.8319,-14.3281
"Leptastrea pruinosa",145.6718,-16.2715
"Leptastrea pruinosa",145.496,-16.2997
"Leptastrea pruinosa",-176.6215,0.8042
"Leptastrea pruinosa",43.4927,-11.9432
"Leptastrea pruinosa",-167.92,25
"Leptastrea pruinosa",-176.6207,0.7951
"Leptastrea pruinosa",132.067,-11.055
"Leptastrea pruinosa",145.4424,-15.9979
"Leptastrea pruinosa",-168.14,-14.55
"Leptastrea pruinosa",145.4619,-16.03
"Leptastrea pruinosa",146.4833,-18.5667
"Leptastrea pruinosa",48.9894,-12.2397
"Leptastrea pruinosa",148.8884,-20.378
"Leptastrea pruinosa",145.471,-14.6587
"Leptastrea pruinosa",145.7622,-16.1272
"Leptastrea pruinosa",146.0759,-17.2125
"Leptastrea pruinosa",145.6835,-16.7237
"Leptastrea pruinosa",146.567,-18.6667
"Leptastrea pruinosa",146.0147,-17.1537
"Leptastrea pruinosa",-170.6565,-14.3154
"Leptastrea pruinosa",148.4707,-20.0512
"Leptastrea pruinosa",149.4236,-20.9259
"Leptastrea pruinosa",41.4,-1.8
"Leptastrea pruinosa",148.606,-20.133
"Leptastrea pruinosa",150.9746,-23.2074
"Leptastrea pruinosa",145.8475,-16.4063
"Leptastrea pruinosa",145.5058,-16.3048
"Leptastrea pruinosa",145.8435,-16.0755
"Leptastrea pruinosa",145.4672,-16.1043
"Leptastrea pruinosa",119.0964,-5.0317
"Leptastrea pruinosa",-170.6891,-14.2519
"Leptastrea pruinosa",145.502,-16.3021
"Leptastrea pruinosa",148.8032,-20.3017
"Leptastrea pruinosa",115.4,-20.7666
"Leptastrea pruinosa",-170.7888,-14.3429
"Leptastrea pruinosa",146.163,-17.9611
"Leptastrea pruinosa",119.265,-17.35
"Leptastrea pruinosa",48.5447,-13.0397
"Leptastrea pruinosa",148.515,-20.0795
"Leptastrea pruinosa",145.5633,-16.3875
"Leptastrea pruinosa",120.5,-6.3
"Leptastrea pruinosa",145.8407,-16.0863
"Leptastrea pruinosa",93,10
"Leptastrea pruinosa",148.4697,-19.9943
"Leptastrea pruinosa",-169.6243,-14.1637
"Leptastrea pruinosa",145.9448,-16.6517
"Leptastrea pruinosa",-128.296,-24.328
"Leptastrea pruinosa",146.091,-17.2199
"Leptastrea pruinosa",-162.37,6.41
"Leptastrea pruinosa",148.6528,-20.1107
"Leptastrea pruinosa",148.9513,-20.3083
"Leptastrea pruinosa",145.467,-14.6889
"Leptastrea pruinosa",151.95,-23.45
"Leptastrea pruinosa",145.843,-16.0732
"Leptastrea pruinosa",-176.4862,0.197
"Leptastrea pruinosa",146.8492,-19.1715
"Leptastrea pruinosa",48.5775,-12.855
"Leptastrea pruinosa",56.39,26.89
"Leptastrea pruinosa",145.478,-14.6713
"Leptastrea pruinosa",149.4174,-20.9074
"Leptastrea pruinosa",150.8233,-5.3767
"Leptastrea pruinosa",149.4167,-20.9105
"Leptastrea pruinosa",148.9868,-20.3167
"Leptastrea pruinosa",145.492,-16.2968
"Leptastrea pruinosa",145.6923,-16.7293
"Leptastrea pruinosa",145.4472,-14.6976
"Leptastrea pruinosa",-164.7,23.57
"Leptastrea pruinosa",145.3933,-14.7053
"Leptastrea pruinosa",145.6597,-16.2623
"Leptastrea pruinosa",146.5667,-18.6667
"Leptastrea pruinosa",146.1372,-17.9233
"Leptastrea pruinosa",105.7082,-10.4636
"Leptastrea pruinosa",145.47,-15.736
"Leptastrea pruinosa",149.0352,-20.157
"Leptastrea pruinosa",119.3439,-5.1236
"Leptastrea pruinosa",113.75,-22
"Leptastrea pruinosa",146.7,-18.7833
"Leptastrea pruinosa",146.1438,-17.9573
"Leptastrea pruinosa",-169.5058,-14.2466
"Leptastrea pruinosa",149.3908,-20.9118
"Leptastrea pruinosa",132.072,-11.0583
"Leptastrea pruinosa",71.5,-6.2
"Leptastrea pruinosa",146.0149,-17.1584
"Leptastrea pruinosa",54.0756,12.6865
"Leptastrea pruinosa",145.9717,-16.7683
"Leptastrea pruinosa",105.6687,-10.4283
"Leptastrea pruinosa",119.7,-8.5
"Leptastrea pruinosa",145.5545,-15.7263
"Leptastrea pruinosa",145.8008,-15.7177
"Leptastrea pruinosa",146.488,-18.551
"Leptastrea pruinosa",145.447,-14.6989
"Leptastrea pruinosa",121.7667,-13.9833
"Leptastrea pruinosa",145.462,-14.6504
"Leptastrea pruinosa",145.461,-14.6999
"Leptastrea pruinosa",148.922,-20.07
"Leptastrea pruinosa",55.4,-21.1
"Leptastrea pruinosa",45.12,-12.78
"Leptastrea pruinosa",-149.7791,-17.5496
"Leptastrea pruinosa",122.996,-12.2142
"Leptastrea pruinosa",146.8685,-19.155
"Leptastrea pruinosa",40.6851,-11.015
"Leptastrea pruinosa",146.5,-18.6
"Leptastrea pruinosa",51.5,-10.2
"Leptastrea pruinosa",48.2347,-13.1914
"Leptastrea pruinosa",-170.7806,-14.2917
"Leptastrea pruinosa",145.6432,-16.1093
"Leptastrea pruinosa",149.0745,-20.1613
"Leptastrea pruinosa",146.1958,-17.0607
"Leptastrea pruinosa",-168.1379,-14.549
"Leptastrea pruinosa",149.432,-20.9035
"Leptastrea pruinosa",48.2442,-13.4856
"Leptastrea pruinosa",121.8406,-13.9646
"Leptastrea pruinosa",124.1333,-15.9166
"Leptastrea pruinosa",119.3289,-5.0475
"Leptastrea pruinosa",148.5138,-20.0811
"Leptastrea pruinosa",96.88,-12.0863
"Leptastrea pruinosa",145.44,-14.6839
"Leptastrea pruinosa",148.95,-20.0667
"Leptastrea pruinosa",-162.0486,5.8659
"Leptastrea pruinosa",149.4168,-20.9106
"Leptastrea pruinosa",119.3599,-17.2903
"Leptastrea pruinosa",146.1591,-17.7745
"Leptastrea pruinosa",149.0322,-20.3065
"Leptastrea pruinosa",43.33,11.5
"Leptastrea pruinosa",145.4973,-16.2923
"Leptastrea pruinosa",149.2677,-20.7968
"Leptastrea pruinosa",146.5667,-18.7167
"Leptastrea pruinosa",149.0403,-20.2357
"Leptastrea pruinosa",115.795,-21.1878
"Leptastrea pruinosa",149.3886,-20.9112
"Leptastrea pruinosa",119.17,-4.8
"Leptastrea pruinosa",53.33,-5.41
"Leptastrea pruinosa",40.45,-10.27
"Leptastrea pruinosa",146.3845,-17.7137
"Leptastrea pruinosa",145.446,-14.6639
"Leptastrea pruinosa",148.4425,-20.0072
"Leptastrea pruinosa",48.7033,-12.4583
"Leptastrea pruinosa",145.4167,-15.1333
"Leptastrea pruinosa",148.8127,-20.2522
"Leptastrea pruinosa",-130.111,-25.078
"Leptastrea pruinosa",121.7762,-14.0705
"Leptastrea pruinosa",46.28,-9.4
"Leptastrea pruinosa",148.5713,-20.0957
"Leptastrea pruinosa",145.3633,-15.7173
"Leptastrea pruinosa",48.1847,-13.3092
"Leptastrea pruinosa",148.904,-20.147
"Leptastrea pruinosa",96.8825,-12.096
"Leptastrea pruinosa",59.63,-16.61
"Leptastrea pruinosa",49.0617,-12.1275
"Leptastrea pruinosa",145.9748,-16.6122
"Leptastrea pruinosa",104.155,2.825
"Leptastrea pruinosa",145.2568,-14.6505
"Leptastrea pruinosa",145.644,-14.6589
"Leptastrea pruinosa",49.07,-12.13
"Leptastrea pruinosa",39.75,-8.1
"Leptastrea pruinosa",-169.4682,-14.2147
"Leptastrea pruinosa",37.4139,24.4011
"Leptastrea pruinosa",119.2555,-17.2555
"Leptastrea pruinosa",123.0921,-12.1842
"Leptastrea pruinosa",47.25,-11.55
"Leptastrea pruinosa",145.462,-14.65
"Leptastrea pruinosa",40.7055,-14.3762
"Leptastrea pruinosa",166.8417,11.52
"Leptastrea pruinosa",148.7983,-20.3008
"Leptastrea pruinosa",145.4833,-14.65
"Leptastrea pruinosa",145.491,-14.651
"Leptastrea pruinosa",148.7983,-20.3009
"Leptastrea pruinosa",133.9267,-3.815
"Leptastrea pruinosa",146.5167,-18.7667
"Leptastrea pruinosa",40.92,-2.36
"Leptastrea pruinosa",105.5532,-10.4413
"Leptastrea pruinosa",-166.17,23.75
"Leptastrea pruinosa",125.2672,-14.2987
"Leptastrea pruinosa",-170.583,25.417
"Leptastrea pruinosa",73.25,3.75
"Leptastrea pruinosa",145.459,-14.686
"Leptastrea pruinosa",145.373,-14.368
"Leptastrea pruinosa",149.3885,-20.9112
"Leptastrea pruinosa",122.9262,-12.2452
"Leptastrea pruinosa",96.8382,-12.0874
"Leptastrea purpurea",121.1,-6.4
"Leptastrea purpurea",-166.1367,23.8436
"Leptastrea purpurea",146.5667,-18.6667
"Leptastrea purpurea",145.7063,15.1081
"Leptastrea purpurea",-177.375,28.1964
"Leptastrea purpurea",145.56,-16.38
"Leptastrea purpurea",145.7864,15.2191
"Leptastrea purpurea",145.7649,18.0966
"Leptastrea purpurea",-169.608,-14.1687
"Leptastrea purpurea",144.8284,13.5787
"Leptastrea purpurea",-178.286,28.4009
"Leptastrea purpurea",145.1672,14.114
"Leptastrea purpurea",-170.8319,-14.3281
"Leptastrea purpurea",-169.4407,-14.2124
"Leptastrea purpurea",145.6631,14.9478
"Leptastrea purpurea",144.9274,13.6023
"Leptastrea purpurea",-170.6565,-14.3154
"Leptastrea purpurea",-168.1608,-14.551
"Leptastrea purpurea",-169.6744,-14.1579
"Leptastrea purpurea",-170.6236,-14.2518
"Leptastrea purpurea",-160.9983,-10.4505
"Leptastrea purpurea",-169.4749,-14.2626
"Leptastrea purpurea",145.1504,14.1584
"Leptastrea purpurea",145.2594,14.1538
"Leptastrea purpurea",120.7448,21.9301
"Leptastrea purpurea",145.6286,14.9557
"Leptastrea purpurea",145.6213,15.0803
"Leptastrea purpurea",-169.4682,-14.2147
"Leptastrea purpurea",-178.3283,28.4536
"Leptastrea purpurea",-175.7285,27.905
"Leptastrea purpurea",-169.6858,-14.1716
"Leptastrea purpurea",-178.3247,28.3825
"Leptastrea purpurea",-178.3714,28.4203
"Leptastrea purpurea",145.7858,18.1072
"Leptastrea purpurea",-170.5641,-14.2855
"Leptastrea purpurea",146.4833,-18.5667
"Leptastrea purpurea",145.451,-14.696
"Leptastrea purpurea",-170.7929,-14.2913
"Leptastrea purpurea",-169.4179,-14.2273
"Leptastrea purpurea",146.0723,-17.2117
"Leptastrea purpurea",-175.8665,27.7953
"Leptastrea purpurea",144.8775,13.4888
"Leptastrea purpurea",-166.2731,23.8805
"Leptastrea purpurea",145.462,-14.6504
"Leptastrea purpurea",149.03,20.17
"Leptastrea purpurea",148.554,-19.9957
"Leptastrea purpurea",-175.9618,27.7559
"Leptastrea purpurea",73.53,4.18
"Leptastrea purpurea",145.623,-14.597
"Leptastrea purpurea",-175.9488,27.7531
"Leptastrea purpurea",-178.344,28.4536
"Leptastrea purpurea",-175.8237,27.7855
"Leptastrea purpurea",-178.2831,28.4028
"Leptastrea purpurea",145.8144,15.2589
"Leptastrea purpurea",145.2397,20.0202
"Leptastrea purpurea",145.7912,15.2735
"Leptastrea purpurea",148.95,-20.0667
"Leptastrea purpurea",145.2342,20.0144
"Leptastrea purpurea",145.6279,14.9405
"Leptastrea purpurea",-175.9048,27.9106
"Leptastrea purpurea",49.0578,-12.1214
"Leptastrea purpurea",150.9634,-23.2163
"Leptastrea purpurea",-169.5058,-14.2466
"Leptastrea purpurea",150.9017,-23.0852
"Leptastrea purpurea",144.633,13.3578
"Leptastrea purpurea",145.7712,16.6988
"Leptastrea purpurea",144.018,-9.912
"Leptastrea purpurea",145.207,14.1829
"Leptastrea purpurea",146.4225,-17.7068
"Leptastrea purpurea",143.95,-13.166
"Leptastrea purpurea",145.4174,19.6998
"Leptastrea purpurea",-170.6891,-14.2519
"Leptastrea purpurea",145.6902,15.1566
"Leptastrea purpurea",146.0058,-17.16
"Leptastrea purpurea",144.7977,13.517
"Leptastrea purpurea",-178.3286,28.4535
"Leptastrea purpurea",-166.2361,23.8822
"Leptastrea purpurea",145.7442,18.0929
"Leptastrea purpurea",144.7028,13.2416
"Leptastrea purpurea",144.8905,20.5532
"Leptastrea purpurea",-162.4,5.8
"Leptastrea purpurea",145.7557,18.1194
"Leptastrea purpurea",145.7886,16.6986
"Leptastrea purpurea",-170.7502,-14.3602
"Leptastrea purpurea",49.0675,-12.1075
"Leptastrea purpurea",-166.2999,23.8745
"Leptastrea purpurea",150.9746,-23.2074
"Leptastrea purpurea",145.448,-14.6975
"Leptastrea purpurea",-162.3987,6.3822
"Leptastrea purpurea",-170.6061,-14.2563
"Leptastrea purpurea",-177.3148,28.2096
"Leptastrea purpurea",145.6403,18.7574
"Leptastrea purpurea",145.1417,14.1367
"Leptastrea purpurea",145.7696,15.156
"Leptastrea purpurea",151.8,-21.8333
"Leptastrea purpurea",-169.4469,-14.2512
"Leptastrea purpurea",149.3885,-20.9112
"Leptastrea purpurea",-175.8235,27.7854
"Leptastrea purpurea",-162.3826,6.4291
"Leptastrea purpurea",143.43,-9.75
"Leptastrea purpurea",-162.3604,6.3903
"Leptastrea purpurea",-169.5007,-14.2576
"Leptastrea purpurea",-176,0.8
"Leptastrea purpurea",145.403,19.7084
"Leptastrea purpurea",-170.8373,-14.3159
"Leptastrea purpurea",-176.6228,0.8109
"Leptastrea purpurea",148.904,-20.147
"Leptastrea purpurea",48.5953,-12.8269
"Leptastrea purpurea",144.9165,13.5158
"Leptastrea purpurea",145.8509,17.3058
"Leptastrea purpurea",145.2298,20.0226
"Leptastrea purpurea",145.6094,14.9751
"Leptastrea purpurea",146.0147,-17.1581
"Leptastrea purpurea",116.63,-20.53
"Leptastrea purpurea",144.6531,13.3053
"Leptastrea purpurea",146.4833,-18.6
"Leptastrea purpurea",-169.5196,16.7702
"Leptastrea purpurea",73.06,8.27
"Leptastrea purpurea",149.4213,-20.9274
"Leptastrea purpurea",145.8349,17.3001
"Leptastrea purpurea",145.7879,18.1683
"Leptastrea purpurea",-169.5131,-14.2174
"Leptastrea purpurea",-178.3598,28.445
