"scientificName","decimalLongitude","decimalLatitude","depth","symbio"
"Acropora solitaryensis",159.1000061,-31.54999924,NA,"z"
"Acropora solitaryensis",159.05833,-31.53166,NA,"z"
"Acropora solitaryensis",159.100006104,-31.5499992371,NA,"z"
"Acropora solitaryensis",159.07333,-31.515,NA,"z"
"Acropora solitaryensis",131.03916,31.82055,NA,"z"
"Acropora solitaryensis",159.1000061,-31.54999924,NA,"z"
"Acropora solitaryensis",159.05833,-31.53166,NA,"z"
"Acropora solitaryensis",131.03778,31.82806,NA,"z"
"Acropora solitaryensis",159.07166,-31.55166,NA,"z"
"Acropora solitaryensis",159.1,-31.55,NA,"z"
"Acropora solitaryensis",159.04667,-31.52167,NA,"z"
"Acropora solitaryensis",159.07333,-31.515,NA,"z"
"Acropora solitaryensis",159.1,-31.55,NA,"z"
"Acropora spicifera",132.74083,32.77167,NA,"z"
"Acropora spicifera",131.03778,31.82806,NA,"z"
"Acropora spicifera",132.73306,32.77917,NA,"z"
"Acropora spicifera",135.74333,33.48027,NA,"z"
"Acropora spicifera",135.74333,33.48027,NA,"z"
"Acropora subulata",159.04667,-31.52167,NA,"z"
"Acropora subulata",159.15,-31.46667,NA,"z"
"Acropora tenuis",159.1,-31.55,NA,"z"
"Acropora tenuis",159.05167,-31.51833,NA,"z"
"Acropora tenuis",159.04667,-31.52167,NA,"z"
"Acropora tortuosa",159.1,-31.55,NA,"z"
"Acropora tortuosa",159.04667,-31.52,NA,"z"
"Acropora tortuosa",159.04667,-31.52167,NA,"z"
"Acropora tortuosa",159.15,-31.46667,NA,"z"
"Acropora tortuosa",159.06833,-31.37166,NA,"z"
"Acropora tortuosa",159.05167,-31.51833,NA,"z"
"Acropora tortuosa",159.100006104,-31.5499992371,NA,"z"
"Acropora tortuosa",159.05167,-31.51833,NA,"z"
"Acropora tortuosa",159.1000061,-31.54999924,NA,"z"
"Acropora tortuosa",159.04667,-31.52167,NA,"z"
"Acropora valida",159.05833,-31.53166,NA,"z"
"Acropora valida",159.05833,-31.53166,NA,"z"
"Acropora valida",135.77,33.47528,NA,"z"
"Acropora valida",159.07333,-31.515,NA,"z"
"Acropora valida",135.74333,33.48027,NA,"z"
"Acropora valida",132.73306,32.77917,NA,"z"
"Acropora valida",132.70972,32.79722,NA,"z"
"Acropora valida",159.04667,-31.52167,NA,"z"
"Acropora valida",132.74083,32.77167,NA,"z"
"Acropora valida",135.74333,33.48027,NA,"z"
"Acropora valida",159.10166,-31.55667,NA,"z"
"Acropora valida",159.07333,-31.515,NA,"z"
"Acropora valida",132.70972,32.79722,NA,"z"
"Acropora valida",159.07166,-31.55166,NA,"z"
"Acropora valida",159.05833,-31.53166,NA,"z"
"Acropora valida",135.74333,33.48027,NA,"z"
"Acropora valida",135.77,33.47528,NA,"z"
"Acropora valida",115.7,-31.83333,NA,"z"
"Acropora valida",132.70972,32.79722,NA,"z"
"Acropora valida",135.32444,33.68638,NA,"z"
"Acropora valida",135.77,33.47528,NA,"z"
"Acropora valida",159.06833,-31.51,NA,"z"
"Acropora valida",135.77,33.47528,NA,"z"
"Acropora valida",132.70972,32.79722,NA,"z"
"Acropora valida",131.03778,31.82806,NA,"z"
"Acropora valida",132.73306,32.77917,NA,"z"
"Acropora verweyi",-130.1,-35.06667,NA,"z"
"Acropora yongei",159.149993896,-31.4699993134,NA,"z"
"Acropora yongei",159.1499939,-31.46999931,NA,"z"
"Acropora yongei",115.5169,-32.0327,NA,"z"
"Acropora yongei",159.04667,-31.52167,NA,"z"
"Acropora yongei",159.15,-31.46667,NA,"z"
"Acropora yongei",159.08167,-31.52666,NA,"z"
"Acropora yongei",159.04667,-31.52167,NA,"z"
"Acropora yongei",159.15,-31.466,NA,"z"
"Acropora yongei",159.15,-31.46667,NA,"z"
"Acropora yongei",159.04667,-31.52167,NA,"z"
"Acropora yongei",115.5169,-32.0327,NA,"z"
"Acropora yongei",159.149993896,-31.4699993134,NA,"z"
"Acropora yongei",115.5169,-32.0327,NA,"z"
"Acropora yongei",159.04667,-31.52167,NA,"z"
"Acropora yongei",159.149993896,-31.4699993134,NA,"z"
"Acropora yongei",115.5169,-32.0327,NA,"z"
"Acropora yongei",159.1499939,-31.46999931,NA,"z"
"Acropora yongei",132.73306,32.77917,NA,"z"
"Acropora yongei",159.08167,-31.52666,NA,"z"
"Acropora yongei",159.15,-31.46667,NA,"z"
"Acropora yongei",115.5169,-32.0327,NA,"z"
"Acropora yongei",159.15,-31.46667,NA,"z"
"Acropora yongei",159.04667,-31.52167,NA,"z"
"Acropora yongei",159.15,-31.46667,NA,"z"
"Acropora yongei",159.1499939,-31.46999931,NA,"z"
"Acropora yongei",159.04667,-31.52167,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.6855,32.32716,68,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.6855,32.32716,68,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.2700004578,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.7200012207,32.3300018311,2,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Agaricia fragilis",-64.6800003052,32.3499984741,NA,"z"
"Agaricia fragilis",-64.7799987793,32.3199996948,NA,"z"
"Agaricia fragilis",-64.75,32.3330001831,NA,"z"
"Alveopora allingi",159.15,-31.46667,NA,"z"
"Alveopora allingi",159.066,-31.533,NA,"z"
"Alveopora allingi",21.1166667938,-55.5333328247,NA,"z"
"Alveopora allingi",159.15,-31.46667,NA,"z"
"Alveopora allingi",159.15,-31.46667,NA,"z"
"Alveopora allingi",21.116667,-55.533333,NA,"z"
"Alveopora allingi",159.15,-31.46667,NA,"z"
"Alveopora fenestrata",115.519996643,-32,3.5,"z"
"Alveopora fenestrata",115.519996643,-32,3.5,"z"
"Alveopora fenestrata",115.519996643,-32,3.5,"z"
"Alveopora fenestrata",115.519996643,-32,3.5,"z"
"Alveopora fenestrata",115.519996643,-32,3.5,"z"
"Alveopora spongiosa",159.066,-31.533,NA,"z"
"Alveopora spongiosa",159.066,-31.533,NA,"z"
"Alveopora spongiosa",159.066,-31.533,NA,"z"
"Alveopora spongiosa",159.066,-31.533,NA,"z"
"Alveopora spongiosa",159.066,-31.533,NA,"z"
"Anomastraea irregularis",29.5499992371,-31.6299991608,NA,"z"
"Anomastraea irregularis",27.9300003052,-32.9599990845,NA,"z"
"Astrangia poculata",-70.6399993896,41.5800018311,8.685,"ap"
"Astrangia poculata",-75.2,36.8,35,"ap"
"Astrangia poculata",-70.6900024414,41.4900016785,NA,"ap"
"Astrangia poculata",-75.2,36.783,29,"ap"
"Astrangia poculata",-70.7399978638,41.4300003052,17.37,"ap"
"Astrangia poculata",-77.5,33.8300018311,NA,"ap"
"Astrangia poculata",-70.6500015259,41.6699981689,NA,"ap"
"Astrangia poculata",-70.7900009155,41.4700012207,NA,"ap"
"Astrangia poculata",-70.6800003052,41.4799995422,18.74,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6600036621,41.4799995422,26.515,"ap"
"Astrangia poculata",-79.9988937378,36.9516716003,23.32,"ap"
"Astrangia poculata",-70.6200027466,41.5,NA,"ap"
"Astrangia poculata",-70.7099990845,41.4700012207,18.29,"ap"
"Astrangia poculata",-75.1999969482,36.783000946,29,"ap"
"Astrangia poculata",-70.6500015259,41.6399993896,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6600036621,41.4599990845,18.29,"ap"
"Astrangia poculata",-70.7200012207,41.4799995422,11.88,"ap"
"Astrangia poculata",-70.6900024414,41.4399986267,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.9400024414,41.5200004578,NA,"ap"
"Astrangia poculata",-70.8000030518,41.4500007629,NA,"ap"
"Astrangia poculata",-70.6999969482,41.4500007629,18.29,"ap"
"Astrangia poculata",-79.9400024414,32.7900009155,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.7099990845,41.4700012207,NA,"ap"
"Astrangia poculata",-70.7399978638,41.5600013733,13.71,"ap"
"Astrangia poculata",-70.7399978638,41.5600013733,NA,"ap"
"Astrangia poculata",-76.6600036621,34.7200012207,NA,"ap"
"Astrangia poculata",-70.6399993896,41.5,26.97,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-82.2249984741,32.3333282471,13,"ap"
"Astrangia poculata",-70.6600036621,41.5,24.69,"ap"
"Astrangia poculata",-70.7099990845,41.4700012207,18.29,"ap"
"Astrangia poculata",-70.7600021362,41.4900016785,5.71,"ap"
"Astrangia poculata",-70.7300033569,41.6199989319,10.05,"ap"
"Astrangia poculata",-70.6999969482,41.6699981689,5.94,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-75.1999969482,36.7999992371,35,"ap"
"Astrangia poculata",-70.7300033569,41.5200004578,NA,"ap"
"Astrangia poculata",-74.4300003052,39.3600006104,NA,"ap"
"Astrangia poculata",-70.7200012207,41.5099983215,6.855,"ap"
"Astrangia poculata",-74.75,38.6699981689,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.7600021362,41.4900016785,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.8499984741,41.2999992371,4.5,"ap"
"Astrangia poculata",-70.6500015259,41.5699996948,NA,"ap"
"Astrangia poculata",-70.6999969482,41.4900016785,18.29,"ap"
"Astrangia poculata",-70.9000015259,41.5699996948,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.5899963379,41.5299987793,10.05,"ap"
"Astrangia poculata",-70.9199981689,41.4500007629,18.29,"ap"
"Astrangia poculata",-70.7699966431,41.4500007629,NA,"ap"
"Astrangia poculata",-70.9100036621,41.4500007629,13.255,"ap"
"Astrangia poculata",-76.0100021362,36.9500007629,NA,"ap"
"Astrangia poculata",-70.7399978638,41.4700012207,16.46,"ap"
"Astrangia poculata",-70.7300033569,41.5200004578,8.455,"ap"
"Astrangia poculata",-70.6600036621,41.6800003052,7.31,"ap"
"Astrangia poculata",-71.4499969482,41.4500007629,3,"ap"
"Astrangia poculata",-76.2399978638,37.2799987793,NA,"ap"
"Astrangia poculata",-75.9700012207,37.0600013733,NA,"ap"
"Astrangia poculata",-70.7399978638,41.4099998474,22.86,"ap"
"Astrangia poculata",-70.6200027466,41.7099990845,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.9300003052,41.5699996948,5.48,"ap"
"Astrangia poculata",-70.75,41.4599990845,21.94,"ap"
"Astrangia poculata",-70.6399993896,41.5299987793,10.97,"ap"
"Astrangia poculata",-70.6399993896,41.6300010681,NA,"ap"
"Astrangia poculata",-72.75,41.25,3.5,"ap"
"Astrangia poculata",-76.0100021362,36.9799995422,NA,"ap"
"Astrangia poculata",-70.6500015259,41.4799995422,21.94,"ap"
"Astrangia poculata",-70.7099990845,41.4700012207,NA,"ap"
"Astrangia poculata",-70.6999969482,41.4700012207,21.94,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.3399963379,41.4799995422,NA,"ap"
"Astrangia poculata",-70.6500015259,41.5699996948,NA,"ap"
"Astrangia poculata",-70.933,41.4,15,"ap"
"Astrangia poculata",-70.8099975586,41.4500007629,NA,"ap"
"Astrangia poculata",-70.6999969482,41.4900016785,17.375,"ap"
"Astrangia poculata",-70.9000015259,41.5699996948,NA,"ap"
"Astrangia poculata",-70.6500015259,41.5699996948,5.255,"ap"
"Astrangia poculata",-70.9700012207,41.4000015259,NA,"ap"
"Astrangia poculata",-72.75,41.1500015259,3.5,"ap"
"Astrangia poculata",-70.6200027466,41.5099983215,13.71,"ap"
"Astrangia poculata",-70.6800003052,41.4799995422,NA,"ap"
"Astrangia poculata",-70.7699966431,41.6199989319,7.31,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-75.9772186279,36.943611145,19.2,"ap"
"Astrangia poculata",-70.8399963379,41.4099998474,NA,"ap"
"Astrangia poculata",-70.6667022705,41.5167007446,NA,"ap"
"Astrangia poculata",-70.5800018311,41.5099983215,NA,"ap"
"Astrangia poculata",-70.7300033569,41.6199989319,10.05,"ap"
"Astrangia poculata",-70.8600006104,41.4399986267,10.055,"ap"
"Astrangia poculata",-70.7600021362,41.4199981689,14.63,"ap"
"Astrangia poculata",-70.6299972534,41.5099983215,16.46,"ap"
"Astrangia poculata",-75.9700012207,37.0550003052,13.7,"ap"
"Astrangia poculata",-70.6299972534,41.5099983215,NA,"ap"
"Astrangia poculata",-70.8199996948,41.4500007629,12.795,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-75.2,36.783,29,"ap"
"Astrangia poculata",-70.6100006104,41.5099983215,12.8,"ap"
"Astrangia poculata",-70.8799972534,41.5900001526,7.31,"ap"
"Astrangia poculata",-77.4066696167,33.53332901,28,"ap"
"Astrangia poculata",-70.6299972534,41.5200004578,NA,"ap"
"Astrangia poculata",-70.9000015259,41.4099998474,NA,"ap"
"Astrangia poculata",-70.6800003052,41.5200004578,NA,"ap"
"Astrangia poculata",-70.8499984741,41.5499992371,NA,"ap"
"Astrangia poculata",-70.6100006104,41.5299987793,NA,"ap"
"Astrangia poculata",-75.2,36.8,35,"ap"
"Astrangia poculata",-79.9800033569,32.4599990845,16,"ap"
"Astrangia poculata",-70.6900024414,41.4900016785,18.29,"ap"
"Astrangia poculata",-70.9400024414,41.5200004578,6.69,"ap"
"Astrangia poculata",-70.5999984741,41.5099983215,NA,"ap"
"Astrangia poculata",-70.7799987793,41.4399986267,27.43,"ap"
"Astrangia poculata",-70.7300033569,41.4599990845,22.86,"ap"
"Astrangia poculata",-70.5899963379,41.5,NA,"ap"
"Astrangia poculata",-75.62575,37.60585,NA,"ap"
"Astrangia poculata",-71.9199981689,41.3199996948,18.5,"ap"
"Astrangia poculata",-70.6900024414,41.4599990845,22.4,"ap"
"Astrangia poculata",-70.6600036621,41.4799995422,NA,"ap"
"Astrangia poculata",-70.75,41.4599990845,NA,"ap"
"Astrangia poculata",-70.9100036621,41.5400009155,NA,"ap"
"Astrangia poculata",-70.6900024414,41.4399986267,21.94,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-79.1999969482,32.9000015259,16,"ap"
"Astrangia poculata",-70.9122161865,41.5430603027,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6399993896,41.5,NA,"ap"
"Astrangia poculata",-70.8199996948,41.4199981689,NA,"ap"
"Astrangia poculata",-70.6299972534,41.4900016785,21.94,"ap"
"Astrangia poculata",-70.7099990845,41.6399993896,7.31,"ap"
"Astrangia poculata",-70.75,41.5600013733,NA,"ap"
"Astrangia poculata",-70.9329986572,41.4000015259,15,"ap"
"Astrangia poculata",-75.2,36.8,35,"ap"
"Astrangia poculata",-70.75,41.5600013733,8.5,"ap"
"Astrangia poculata",-70.6600036621,41.5400009155,8.225,"ap"
"Astrangia poculata",-70.9300003052,41.5,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-77.4083328247,33.5366706848,29,"ap"
"Astrangia poculata",-70.9199981689,41.4500007629,18.29,"ap"
"Astrangia poculata",-70.8099975586,41.6100006104,6.4,"ap"
"Astrangia poculata",-70.9000015259,41.4099998474,16.46,"ap"
"Astrangia poculata",-70.6600036621,41.4599990845,NA,"ap"
"Astrangia poculata",-70.6500015259,41.5699996948,NA,"ap"
"Astrangia poculata",-70.7699966431,41.5699996948,12.8,"ap"
"Astrangia poculata",-70.7099990845,41.4799995422,27.43,"ap"
"Astrangia poculata",-70.7099990845,41.4599990845,NA,"ap"
"Astrangia poculata",-70.6800003052,41.5200004578,NA,"ap"
"Astrangia poculata",-71.9800033569,41.2700004578,NA,"ap"
"Astrangia poculata",-70.6667022705,41.5167007446,NA,"ap"
"Astrangia poculata",-71.4410018921,41.4399986267,NA,"ap"
"Astrangia poculata",-70.75,41.4900016785,8.91,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-75.8830032349,36.8670005798,150,"ap"
"Astrangia poculata",-70.9199981689,41.5299987793,9.6,"ap"
"Astrangia poculata",-70.7200012207,41.5099983215,NA,"ap"
"Astrangia poculata",-70.7600021362,41.4900016785,10.97,"ap"
"Astrangia poculata",-71.3199996948,41.5999984741,NA,"ap"
"Astrangia poculata",-71.3600006104,41.4799995422,3,"ap"
"Astrangia poculata",-70.7399978638,41.4300003052,NA,"ap"
"Astrangia poculata",-70.8099975586,41.4500007629,10.055,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.7099990845,41.6399993896,NA,"ap"
"Astrangia poculata",-70.7799987793,41.4399986267,27.43,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6999969482,41.5200004578,NA,"ap"
"Astrangia poculata",-70.7099990845,41.4599990845,18.74,"ap"
"Astrangia poculata",-70.6500015259,41.5699996948,5.255,"ap"
"Astrangia poculata",-70.7399978638,41.5,11.655,"ap"
"Astrangia poculata",-75.9772186279,36.943611145,19.2,"ap"
"Astrangia poculata",-76.6600036621,34.7200012207,NA,"ap"
"Astrangia poculata",-70.6900024414,41.5099983215,8.685,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6999969482,41.4900016785,NA,"ap"
"Astrangia poculata",-70.6500015259,41.5400009155,NA,"ap"
"Astrangia poculata",-70.8399963379,41.4399986267,8.225,"ap"
"Astrangia poculata",-70.9199981689,41.4500007629,NA,"ap"
"Astrangia poculata",-70.75,41.4900016785,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.7900009155,41.4300003052,NA,"ap"
"Astrangia poculata",-70.6200027466,41.5,21.03,"ap"
"Astrangia poculata",-70.7600021362,41.6100006104,NA,"ap"
"Astrangia poculata",-71.35944444,41.47777778,NA,"ap"
"Astrangia poculata",-70.75,41.4599990845,NA,"ap"
"Astrangia poculata",-70.8199996948,41.4199981689,18.29,"ap"
"Astrangia poculata",-70.6900024414,41.4399986267,NA,"ap"
"Astrangia poculata",-71,41.4799995422,14.63,"ap"
"Astrangia poculata",-70.7900009155,41.4399986267,NA,"ap"
"Astrangia poculata",-70.8000030518,41.4399986267,4.11,"ap"
"Astrangia poculata",-70.8300018311,41.4500007629,NA,"ap"
"Astrangia poculata",-70.7300033569,41.4799995422,NA,"ap"
"Astrangia poculata",-70.9700012207,41.4000015259,NA,"ap"
"Astrangia poculata",-70.6999969482,41.4500007629,NA,"ap"
"Astrangia poculata",-70.8000030518,41.4500007629,6.4,"ap"
"Astrangia poculata",-70.6699981689,41.5,11.88,"ap"
"Astrangia poculata",-70.6699981689,41.4700012207,NA,"ap"
"Astrangia poculata",-71.8499984741,41.2999992371,4.5,"ap"
"Astrangia poculata",-70.8600006104,41.5299987793,NA,"ap"
"Astrangia poculata",-70.5999984741,41.5,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6200027466,41.5299987793,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.5800018311,41.5,10.97,"ap"
"Astrangia poculata",-71.35944444,41.47777778,NA,"ap"
"Astrangia poculata",-80.1500015259,32.3829994202,13,"ap"
"Astrangia poculata",-70.6699981689,41.4700012207,155.46,"ap"
"Astrangia poculata",-72.75,41.25,3.5,"ap"
"Astrangia poculata",-70.6299972534,41.4900016785,NA,"ap"
"Astrangia poculata",-70.5899963379,41.4700012207,NA,"ap"
"Astrangia poculata",-70.75,41.4599990845,22.4,"ap"
"Astrangia poculata",-75.1999969482,36.7999992371,35,"ap"
"Astrangia poculata",-70.6999969482,41.4900016785,NA,"ap"
"Astrangia poculata",-70.6500015259,41.5400009155,4.34,"ap"
"Astrangia poculata",-70.9700012207,41.4000015259,14.17,"ap"
"Astrangia poculata",-76.0072174072,36.9505615234,22,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-75.9800033569,36.9399986267,NA,"ap"
"Astrangia poculata",-75.883,36.867,150,"ap"
"Astrangia poculata",-70.6200027466,41.5099983215,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6500015259,41.6399993896,7.31,"ap"
"Astrangia poculata",-70.6800003052,41.6500015259,NA,"ap"
"Astrangia poculata",-76.6500015259,34.716999054,NA,"ap"
"Astrangia poculata",-80.5749969482,31.8916702271,15,"ap"
"Astrangia poculata",-70.7300033569,41.4700012207,NA,"ap"
"Astrangia poculata",-70.6999969482,41.4500007629,9.6,"ap"
"Astrangia poculata",-70.5999984741,41.5499992371,NA,"ap"
"Astrangia poculata",-70.7399978638,41.4500007629,21.94,"ap"
"Astrangia poculata",-70.6399993896,41.5099983215,18.29,"ap"
"Astrangia poculata",-70.7799987793,41.4399986267,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6800003052,41.6199989319,9.6,"ap"
"Astrangia poculata",-79.775,31.1467,254,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.7399978638,41.4700012207,NA,"ap"
"Astrangia poculata",-70.7300033569,41.4700012207,21.94,"ap"
"Astrangia poculata",-70.7900009155,41.5900001526,9.14,"ap"
"Astrangia poculata",-70.6699981689,41.4700012207,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6399993896,41.6300010681,10.74,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-80.5699996948,31.8899993896,NA,"ap"
"Astrangia poculata",-70.75,41.5600013733,8.5,"ap"
"Astrangia poculata",-70.7300033569,41.6199989319,NA,"ap"
"Astrangia poculata",-75.2,36.783,29,"ap"
"Astrangia poculata",-70.6900024414,41.4399986267,23.77,"ap"
"Astrangia poculata",-70.6399993896,41.6500015259,NA,"ap"
"Astrangia poculata",-70.7300033569,41.3899993896,NA,"ap"
"Astrangia poculata",-70.8499984741,41.4500007629,NA,"ap"
"Astrangia poculata",-70.8399963379,41.4300003052,NA,"ap"
"Astrangia poculata",-75.4100036621,35.3600006104,NA,"ap"
"Astrangia poculata",-70.8499984741,41.4500007629,12.8,"ap"
"Astrangia poculata",-70.8099975586,41.4399986267,NA,"ap"
"Astrangia poculata",-70.9199981689,41.4500007629,NA,"ap"
"Astrangia poculata",-70.6999969482,41.4500007629,9.14,"ap"
"Astrangia poculata",-71.9199981689,41.3199996948,18.5,"ap"
"Astrangia poculata",-70.7900009155,41.4700012207,6.165,"ap"
"Astrangia poculata",-70.6800003052,41.6199989319,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.6100006104,41.5299987793,13.71,"ap"
"Astrangia poculata",-70.6600036621,41.6100006104,NA,"ap"
"Astrangia poculata",-75.1999969482,36.783000946,29,"ap"
"Astrangia poculata",-70.7799987793,41.4500007629,NA,"ap"
"Astrangia poculata",-70.9400024414,41.4300003052,NA,"ap"
"Astrangia poculata",-76.0100021362,36.9500007629,NA,"ap"
"Astrangia poculata",-71,41.4399986267,20.11,"ap"
"Astrangia poculata",-76.0072174072,36.9505615234,22,"ap"
"Astrangia poculata",-70.9300003052,41.5699996948,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.7200012207,41.4799995422,NA,"ap"
"Astrangia poculata",-70.8000030518,41.4599990845,10.055,"ap"
"Astrangia poculata",-71.3099975586,41.4900016785,NA,"ap"
"Astrangia poculata",-70.6699981689,41.6599998474,NA,"ap"
"Astrangia poculata",-70.8000030518,41.4399986267,2.28,"ap"
"Astrangia poculata",-70.6800003052,41.5,NA,"ap"
"Astrangia poculata",-71.3499984741,41.5,NA,"ap"
"Astrangia poculata",-70.5899963379,41.4700012207,13.715,"ap"
"Astrangia poculata",-70.8600006104,41.4099998474,NA,"ap"
"Astrangia poculata",-70.7200012207,41.4700012207,19.2,"ap"
"Astrangia poculata",-74.8929977417,38.9500007629,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.75,41.4599990845,NA,"ap"
"Astrangia poculata",-70.6399993896,41.5299987793,NA,"ap"
"Astrangia poculata",-76.2372207642,37.2836112976,10.1,"ap"
"Astrangia poculata",-70.75,41.4599990845,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.8300018311,41.4500007629,NA,"ap"
"Astrangia poculata",-70.6399993896,41.6899986267,NA,"ap"
"Astrangia poculata",-70.8300018311,41.4500007629,10.97,"ap"
"Astrangia poculata",-75.4069366455,35.3569412231,24,"ap"
"Astrangia poculata",-75.1999969482,36.783000946,29,"ap"
"Astrangia poculata",-70.9199981689,41.4500007629,13.715,"ap"
"Astrangia poculata",-76,36.9500007629,NA,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.9400024414,41.4300003052,16.46,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.7300033569,41.3899993896,12.34,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-71.4111099243,41.4958305359,7.5,"ap"
"Astrangia poculata",-70.7600021362,41.4900016785,NA,"ap"
