"model_id","auc","logloss","aucpr","mean_per_class_error","rmse","mse"
"XGBoost_grid__1_AutoML_20200310_084744_model_5",0.563095238095238,0.608016350228057,0.354662782258537,0.47757754477938,0.456722012960095,0.208594997122321
"GBM_grid__1_AutoML_20200310_084744_model_3",0.56218872870249,0.606668799038098,0.363375751972366,0.467955439056357,0.456251368343207,0.208165311115049
"DeepLearning_1_AutoML_20200310_084744",0.560004368719965,0.650629398039296,0.340355554652893,0.451168632590651,0.476826446109171,0.227363459709102
"DeepLearning_grid__2_AutoML_20200310_084744_model_7",0.559119702927042,0.637589012105647,0.323490843837084,0.439962865880297,0.468095800773051,0.219113678701364
"DeepLearning_grid__3_AutoML_20200310_084744_model_8",0.556629532546964,0.629016138299918,0.349605227361309,0.427741371778069,0.464726566122422,0.215970781259938
"DeepLearning_grid__3_AutoML_20200310_084744_model_5",0.555919615552643,0.642051311222578,0.347531784559547,0.475032765399738,0.471357787501485,0.222178163838295
"DeepLearning_grid__1_AutoML_20200310_084744_model_1",0.554871122761031,0.653256071371868,0.340756677701325,0.455209698558322,0.470227322565237,0.221113734886871
"GLM_1_AutoML_20200310_084744",0.544855832241153,0.606278055777472,0.307823947992791,0.417048929663609,0.455795152367573,0.207749220921779
"DeepLearning_grid__2_AutoML_20200310_084744_model_4",0.534600262123198,0.847472550570984,0.30989561260216,0.47350371341197,0.517246094207664,0.267543521973084
"DeepLearning_grid__3_AutoML_20200310_084744_model_7",0.513084316295325,0.630686936648471,0.316594491906797,0.495412844036697,0.468485255130945,0.219478434275107
"GBM_grid__1_AutoML_20200310_084744_model_2",0.461140235910878,0.612384547201049,0.27956446253233,0.5,0.458942949665442,0.210628631047617
"GBM_grid__1_AutoML_20200310_084744_model_1",0.45740498034076,0.61228681364409,0.280499806974799,0.5,0.458898278046487,0.210587629594031
